category_name,url,img,div_id,div_class,price
Alibaba Lens icon,https://chromewebstore.google.com/detail/alibaba-lens/jjpbbahenfdgofabbgcnnfejgcigadpd?utm_source=alibaba_toolbar&utm_medium=a2700_galleryofferlist,https://s.alicdn.com/@img/imgextra/i1/O1CN01UeeN351xpqhGSUHH1_!!6000000006493-2-tps-48-48.png?webp=close&avif=close,,searchx-layout-right-toolbar,
Facebook social media icon,https://www.facebook.com/Alibaba.comGlobal?file=Alibaba.comGlobal,https://s.alicdn.com/@img/imgextra/i4/O1CN01s7Kv0o1f2EXBWZFH3_!!6000000003948-2-tps-84-84.png,,tnf-sns,
LinkedIn social media icon,https://www.linkedin.com/company/alibaba-com,https://s.alicdn.com/@img/imgextra/i4/O1CN01pokjTE1pWawtK9vr1_!!6000000005368-2-tps-84-84.png,,tnf-sns,
Twitter social media icon,https://twitter.com/AlibabaB2B?,https://s.alicdn.com/@img/imgextra/i1/O1CN01BdrubJ21eAtYdzBJF_!!6000000007009-2-tps-84-84.png,,tnf-sns,
Instagram social media icon,https://www.instagram.com/alibaba.com_official,https://s.alicdn.com/@img/imgextra/i4/O1CN01FX2glN20tSUpYMinl_!!6000000006907-2-tps-84-84.png,,tnf-sns,
YouTube social media icon,https://www.youtube.com/channel/UCSoIxtP6J6oNo_d1njSluxw?,https://s.alicdn.com/@img/imgextra/i4/O1CN01dPyTY31vW2A2bd0uC_!!6000000006179-2-tps-84-84.png,,tnf-sns,
TikTok social media icon,https://www.tiktok.com/@alibaba.com_buyercentral,https://s.alicdn.com/@img/imgextra/i3/O1CN01JzRJnr28MxJY1e18t_!!6000000007919-2-tps-84-84.png,,tnf-sns,
Alibaba Lens Icon,https://chromewebstore.google.com/detail/alibaba-lens-official-ali/jjpbbahenfdgofabbgcnnfejgcigadpd?hl=zh-CN&utm_source=alibaba_footer&utm_medium=a2700_product_home_fy25,https://img.alicdn.com/imgextra/i1/O1CN01UNRSfr1bxhzhgQ8xi_!!6000000003532-2-tps-352-60.png,,tnf-len,
Download from App Store,https://apps.apple.com/us/app/alibaba-for-iphone/id503451073?spm=a2700.product_home_l3.home_header.42.2ce267afj7vdoC,https://s.alicdn.com/@img/imgextra/i4/O1CN01i9Aj641atkjJJ9I6y_!!6000000003388-2-tps-396-132.png,,tnf-getapp,
Download from Google Play,https://play.google.com/store/apps/details?spm=a2700.product_home_l3.home_header.43.2ce267afj7vdoC&id=com.alibaba.intl.android.apps.poseidon&referrer=pcmaindownload,https://s.alicdn.com/@img/imgextra/i4/O1CN018KnDNq1JleFgkjLRq_!!6000000001069-2-tps-447-132.png,,tnf-getapp,
Business license verification icon,https://zzlz.gsxt.gov.cn/businessCheck/verifKey.do?showType=p&serial=91330108MACUEGT78K-SAIC_SHOW_10000091330108MACUEGT78K1725005320775&signData=MEQCIHmj5/76tVTLUJf9XvRrfyZRu5n5IT9//O1xw0dHqnvrAiBrY+wz63YR+yq2t7Ch6/MO3IGXROZyKAfNZMDEOHUKpg==,https://img.alicdn.com/tfs/TB1VtZtebH1gK0jSZFwXXc7aXXa-65-70.gif,,legal,
